  0.0    0.0    23.91      5.0
  0.0119999
          3     700   3      0.0 0.0 0.0
  fid   sid   dummyXflux   z        mag
  0     0     0            0.46525   21.15351955304085863
  0     0     0            0.46525   21.04315173203564626
  0     0     0            0.46525   23.25488981199855587
  0     0     0            0.46525   27.01251363263879313
  0     0     0            0.46525   25.15691953009379489
  0     0     0            0.46525   27.09675900418920946
  0     0     0            0.46525   25.84972801196913395
  0     0     0            0.46525   22.26044441226731507
  0     0     0            0.46525   27.94953585592926260
  0     0     0            0.46525   27.95073427768888763
  0     0     0            0.46525   22.24011894522013932
  0     0     0            0.46525   21.37854347195875704
  0     0     0            0.46525   21.24648839078638574
  0     0     0            0.46525   21.23040263838946728
  0     0     0            0.46525   25.49774009002181074
  0     0     0            0.46525   27.37923057595150311
  0     0     0            0.46525   26.53012328921773388
  0     0     0            0.46525   22.70549271905510125
  0     0     0            0.46525   20.41483870749153340
  0     0     0            0.46525   20.58720977604215108
  0     0     0            0.46525   21.43336322500177715
  0     0     0            0.46525   24.11006284502178687
  0     0     0            0.46525   22.85428241255358017
  0     0     0            0.46525   22.19838412485473356
  0     0     0            0.46525   26.12710134100985471
  0     0     0            0.46525   27.16035490650489947
  0     0     0            0.46525   23.50288080492195775
  0     0     0            0.46525   23.86602474389790274
  0     0     0            0.46525   20.27185296553776794
  0     0     0            0.46525   21.47526013511980025
  0     0     0            0.46525   20.82360448480243775
  0     0     0            0.46525   23.74048226814904439
  0     0     0            0.46525   23.04194856437745997
  0     0     0            0.46525   22.51290755092682971
  0     0     0            0.46525   23.65536057366650269
  0     0     0            0.46525   25.63507112085328288
  0     0     0            0.46525   29.29062426925882079
  0     0     0            0.46525   22.95792181643022545
  0     0     0            0.46525   24.87732111642644384
  0     0     0            0.46525   21.23184952214659305
  0     0     0            0.46525   22.53789754508330390
  0     0     0            0.46525   22.61334905267443673
  0     0     0            0.46525   26.57321474085439661
  0     0     0            0.46525   25.31175949494357269
  0     0     0            0.46525   20.60246842550377977
