  0.0    0.0    23.91      5.0
  0.0119999
          3     700   3      0.0 0.0 0.0
  fid   sid   dummyXflux   z        mag
  0     0     0            0.46525   21.02940679428614956
  0     0     0            0.46525   25.75987274918055192
  0     0     0            0.46525   25.82094025948808991
  0     0     0            0.46525   23.31776999737355993
  0     0     0            0.46525   25.98915148341607306
  0     0     0            0.46525   25.40593051306353090
  0     0     0            0.46525   25.78550904095488505
  0     0     0            0.46525   21.98564435591670119
  0     0     0            0.46525   25.60774103865114171
  0     0     0            0.46525   25.20657445354819615
  0     0     0            0.46525   26.78226093526425444
  0     0     0            0.46525   20.80743683519824572
  0     0     0            0.46525   25.42564779389006802
  0     0     0            0.46525   22.14143238467294239
  0     0     0            0.46525   25.50814245219338616
  0     0     0            0.46525   26.50466165071055968
  0     0     0            0.46525   24.52036392812139098
  0     0     0            0.46525   25.37822829319894424
  0     0     0            0.46525   26.40497236522195834
  0     0     0            0.46525   25.61092345843407969
  0     0     0            0.46525   25.01210359935475935
  0     0     0            0.46525   21.98957593112271880
  0     0     0            0.46525   26.31107887655750233
  0     0     0            0.46525   27.64479008961181705
  0     0     0            0.46525   23.19654633524288911
  0     0     0            0.46525   25.34398670207492188
  0     0     0            0.46525   27.45008288942585040
  0     0     0            0.46525   27.69907768929466840
  0     0     0            0.46525   27.23060689966580128
  0     0     0            0.46525   27.71950967052007542
  0     0     0            0.46525   27.21077791547038061
  0     0     0            0.46525   27.40509687991822574
  0     0     0            0.46525   27.38302917029377426
  0     0     0            0.46525   28.09965501851173286
  0     0     0            0.46525   27.83627265172647469
  0     0     0            0.46525   28.01360094028709824
  0     0     0            0.46525   29.01336104883527156
  0     0     0            0.46525   28.05832358210017929
  0     0     0            0.46525   27.93291866305956717
  0     0     0            0.46525   28.65544145399764631
  0     0     0            0.46525   27.87649484143396705
  0     0     0            0.46525   23.99276776737864125
  0     0     0            0.46525   27.91208404701634294
  0     0     0            0.46525   28.38354197761063347
  0     0     0            0.46525   28.30807067532568766
  0     0     0            0.46525   28.45903756736415602
  0     0     0            0.46525   29.64478092313002122
  0     0     0            0.46525   28.97917016559233616
  0     0     0            0.46525   26.28298315708952515
  0     0     0            0.46525   29.59901184263727458
  0     0     0            0.46525   27.09867140238183936
  0     0     0            0.46525   26.36157099120686098
  0     0     0            0.46525   21.09143837095677654
  0     0     0            0.46525   22.39563857284715453
  0     0     0            0.46525   22.18896170518909727
  0     0     0            0.46525   25.21766018307890178
  0     0     0            0.46525   24.07834394917686183
  0     0     0            0.46525   26.13254424673780818
  0     0     0            0.46525   25.36812144417072545
  0     0     0            0.46525   25.77847691125418095
  0     0     0            0.46525   25.20968853095005358
  0     0     0            0.46525   22.14156923653197850
  0     0     0            0.46525   23.64806750152103731
  0     0     0            0.46525   22.57505112936085467
  0     0     0            0.46525   23.80319944197275461
  0     0     0            0.46525   28.24400998652726713
  0     0     0            0.46525   28.14304080990872592
  0     0     0            0.46525   24.37445502467917180
  0     0     0            0.46525   23.59708518499176222
  0     0     0            0.46525   25.22510140612098439
  0     0     0            0.46525   25.74050229065933593
  0     0     0            0.46525   23.60543001742300717
  0     0     0            0.46525   23.00868188748928489
  0     0     0            0.46525   24.08897660490991299
  0     0     0            0.46525   25.37845531537269750
  0     0     0            0.46525   21.59284800586430109
  0     0     0            0.46525   22.50129320097958185
  0     0     0            0.46525   22.29424130297796580
  0     0     0            0.46525   21.01770404130687098
  0     0     0            0.46525   24.62667908467135547
  0     0     0            0.46525   24.37469546274366650
  0     0     0            0.46525   25.67492494966559491
  0     0     0            0.46525   27.59668399586028897
  0     0     0            0.46525   22.96500333469042587
  0     0     0            0.46525   22.74306869958218158
  0     0     0            0.46525   26.44139462073408708
  0     0     0            0.46525   25.25146465945095642
  0     0     0            0.46525   21.36008082651608220
  0     0     0            0.46525   26.24239366205440405
  0     0     0            0.46525   20.72157396675624597
  0     0     0            0.46525   24.70926389970978221
  0     0     0            0.46525   22.48936265485447095
  0     0     0            0.46525   23.98732070243485737
  0     0     0            0.46525   28.14306558757525778
  0     0     0            0.46525   27.37024422683850844
  0     0     0            0.46525   23.96178102282183531
  0     0     0            0.46525   22.40535442531841781
  0     0     0            0.46525   26.02274993771835199
  0     0     0            0.46525   25.40435800636135966
  0     0     0            0.46525   27.47357885391385679
  0     0     0            0.46525   24.69690691600562360
  0     0     0            0.46525   22.06523550245378473
  0     0     0            0.46525   21.02062896146058790
  0     0     0            0.46525   21.78982171283345792
  0     0     0            0.46525   25.55851381101995656
  0     0     0            0.46525   22.10819173632635426
  0     0     0            0.46525   24.25364607400018713
  0     0     0            0.46525   23.24104932981412475
  0     0     0            0.46525   20.00644788153420706
  0     0     0            0.46525   21.98780139883787044
  0     0     0            0.46525   24.02829661668697270
  0     0     0            0.46525   24.26495418639876789
  0     0     0            0.46525   26.91105859089558550
  0     0     0            0.46525   23.35849675460447372
  0     0     0            0.46525   28.25298239304810011
  0     0     0            0.46525   21.90785741404647524
  0     0     0            0.46525   23.74745882434689292
  0     0     0            0.46525   25.78905307521208812
  0     0     0            0.46525   25.52217732666001382
  0     0     0            0.46525   24.45194238602378078
  0     0     0            0.46525   23.95833453266908464
  0     0     0            0.46525   20.82739803204277251
  0     0     0            0.46525   26.04881215380355286
  0     0     0            0.46525   23.39832478368988689
  0     0     0            0.46525   22.53237741814680817
  0     0     0            0.46525   26.08705031108940631
  0     0     0            0.46525   21.91348648903343488
  0     0     0            0.46525   21.53631043090295094
  0     0     0            0.46525   25.56753102760671226
  0     0     0            0.46525   21.95082324313283095
  0     0     0            0.46525   22.40685046683641346
  0     0     0            0.46525   26.18503680725664395
  0     0     0            0.46525   24.15074155944162015
  0     0     0            0.46525   21.53389735810646499
  0     0     0            0.46525   22.33574281069701328
  0     0     0            0.46525   21.47354696360100235
  0     0     0            0.46525   22.34836360759533491
  0     0     0            0.46525   22.20251667514081007
  0     0     0            0.46525   28.37897260358718654
  0     0     0            0.46525   22.03746255170744206
  0     0     0            0.46525   23.53821861512208358
  0     0     0            0.46525   22.66819129902353325
  0     0     0            0.46525   23.33361002069679913
  0     0     0            0.46525   27.22318277299680034
  0     0     0            0.46525   21.94231661985537229
  0     0     0            0.46525   20.83230958604156058
  0     0     0            0.46525   25.97595177667481892
  0     0     0            0.46525   27.44826532028517363
  0     0     0            0.46525   23.41082682673060589
  0     0     0            0.46525   20.83722061451542018
  0     0     0            0.46525   22.22273817096422022
  0     0     0            0.46525   26.64270164209426639
  0     0     0            0.46525   20.41703295378602689
  0     0     0            0.46525   25.28033658794154093
  0     0     0            0.46525   21.70027524852712730
  0     0     0            0.46525   26.41651887136301013
  0     0     0            0.46525   22.42700067961112609
  0     0     0            0.46525   24.14981931986856623
  0     0     0            0.46525   22.28908742146824906
  0     0     0            0.46525   25.00939821076793024
