magnitude	phi	phi_sigma	hist
-26.458333333333336	-5.958724755479361	0.0	0.0
-25.375	-5.958724755479361	0.0	0.0
-24.291666666666664	-5.958724755479361	0.0	0.0
-23.208333333333336	-5.958724755479361	0.0	0.0
-22.125	-4.447190420162467	2.5251930304750423e-05	2.0
-21.041666666666668	-4.271099161106785	3.092717213348092e-05	3.0
-19.958333333333336	-3.634277063519611	6.43800426899037e-05	13.0
-18.875	-3.469466814873619	7.783167638630009e-05	19.0
-17.791666666666668	-2.9923455601539564	0.00013480841793933056	57.0
-16.708333333333336	-2.861729690653966	0.00015668410700662958	77.0
-15.625	-2.575034147414174	0.0002179579519463329	149.0
-14.541666666666668	-2.4364665547706936	0.0002556563090789805	205.0
