magnitude	phi	phi_sigma	hist
-24.541666666666664	-5.993920808408553	0.0	0.0
-23.625	-5.993920808408553	0.0	0.0
-22.708333333333336	-3.7725797616858934	5.968638072031904e-05	8.0
-21.791666666666664	-3.2954585069662308	0.00010337984392749204	24.0
-20.875	-2.86948977469395	0.00016881857820727838	64.0
-19.958333333333336	-2.7214272392385124	0.00020019420693234932	90.0
-19.041666666666668	-2.7513904626159555	0.0001934059783374189	84.0
-18.125	-2.675669748677837	0.000211023222759098	100.0
-17.208333333333336	-2.600122787285306	0.00023019915865816432	119.0
-16.291666666666668	-2.6670695769159196	0.00021312300803645907	102.0
-15.375	-2.6149719083242253	0.00022629719535420954	115.0
-14.458333333333334	-2.6462859709926274	0.00021828411894063757	107.0
