magnitude	phi	phi_sigma	hist
-26.458333333333336	-5.980559730946023	0.0	0.0
-25.375	-5.980559730946023	0.0	0.0
-24.291666666666664	-5.980559730946023	0.0	0.0
-23.208333333333336	-5.980559730946023	0.0	0.0
-22.125	-3.6690391697788227	6.185434426696184e-05	12.0
-21.041666666666668	-2.748220415826448	0.00017855811156539103	100.0
-19.958333333333336	-2.396037897715085	0.00026783716734808655	225.0
-18.875	-2.1008374457118277	0.000376245287643242	444.0
-17.791666666666668	-2.256858721992175	0.0003143839969495517	310.0
-16.708333333333336	-2.0544934669028008	0.0003968652366693828	494.0
-15.625	-2.0364131867852566	0.00040521284025788585	515.0
-14.541666666666668	-2.18237259715293	0.0003425338480753967	368.0
