magnitude	phi	phi_sigma	hist
-26.458333333333336	-5.967560056860216	0.0	0.0
-25.375	-5.967560056860216	0.0	0.0
-24.291666666666664	-5.967560056860216	0.0	0.0
-23.208333333333336	-5.967560056860216	0.0	0.0
-22.125	-4.146160424498485	3.57116223130782e-05	4.0
-21.041666666666668	-3.706827730668223	5.922102593368211e-05	11.0
-19.958333333333336	-3.1249711254285475	0.0001157188820652681	42.0
-18.875	-2.7844325884808923	0.00017126692403769835	92.0
-17.791666666666668	-2.4450243584059588	0.0002531498141489645	201.0
-16.708333333333336	-2.30731133376123	0.000296643014089333	276.0
-15.625	-2.211661973254918	0.00033117596118671915	344.0
-14.541666666666668	-2.276928704767509	0.00030720299095087595	296.0
