magnitude	phi	phi_sigma	hist
-26.458333333333336	-5.992242127783806	0.0	0.0
-25.375	-5.992242127783806	0.0	0.0
-24.291666666666664	-5.992242127783806	0.0	0.0
-23.208333333333336	-5.992242127783806	0.0	0.0
-22.125	-5.992242127783806	0.0	0.0
-21.041666666666668	-5.992242127783806	0.0	0.0
-19.958333333333336	-4.447190420162467	2.5251930304750423e-05	2.0
-18.875	-3.793977906387123	5.3567433469617314e-05	9.0
-17.791666666666668	-3.3332470678556296	9.104712951822064e-05	26.0
-16.708333333333336	-3.1919179150591606	0.00010713486693923463	36.0
-15.625	-3.1047677393402604	0.00011844205186736422	44.0
-14.541666666666668	-3.095007902051104	0.00011978042261826172	45.0
