  0.0    0.0    23.91      5.0
  0.0119999
          3     700   3      0.0 0.0 0.0
  fid   sid   dummyXflux   z        mag
  0     0     0            0.46525   21.01220185251804651
  0     0     0            0.46525   25.67740008988196365
  0     0     0            0.46525   25.73488590486525851
  0     0     0            0.46525   23.31177776328211237
  0     0     0            0.46525   25.90649359328404699
  0     0     0            0.46525   25.31756084587929934
  0     0     0            0.46525   25.70010482253372430
  0     0     0            0.46525   21.99603402623776205
  0     0     0            0.46525   25.52098668441494667
  0     0     0            0.46525   25.13666800751296648
  0     0     0            0.46525   26.69728891745501898
  0     0     0            0.46525   20.81556381706733561
  0     0     0            0.46525   25.35286068008009508
  0     0     0            0.46525   22.14703144659020850
  0     0     0            0.46525   25.47958015496426398
  0     0     0            0.46525   26.42122669864367879
  0     0     0            0.46525   24.49969633349750353
  0     0     0            0.46525   25.33891469305798694
  0     0     0            0.46525   26.31537176580390280
  0     0     0            0.46525   25.58533700099839336
  0     0     0            0.46525   24.98511057006555802
  0     0     0            0.46525   22.00010904010427737
  0     0     0            0.46525   26.25112652953389158
  0     0     0            0.46525   27.56229576304198758
  0     0     0            0.46525   23.19600963263513194
  0     0     0            0.46525   25.32287975701448701
  0     0     0            0.46525   27.37438917959765661
  0     0     0            0.46525   27.60781177455744739
  0     0     0            0.46525   27.14985402394831482
  0     0     0            0.46525   27.62946417231215435
  0     0     0            0.46525   27.14625309642050155
  0     0     0            0.46525   27.31738259850413897
  0     0     0            0.46525   27.29416129665892754
  0     0     0            0.46525   28.00711185994462937
  0     0     0            0.46525   27.76044736714665362
  0     0     0            0.46525   27.92580154276524240
  0     0     0            0.46525   28.93255823174304453
  0     0     0            0.46525   27.96953726245588712
  0     0     0            0.46525   27.85665035154809743
  0     0     0            0.46525   28.56389078463061537
  0     0     0            0.46525   27.78534958056046378
  0     0     0            0.46525   23.98032739709873340
  0     0     0            0.46525   27.82275238784767168
  0     0     0            0.46525   28.30085556677853020
  0     0     0            0.46525   28.21690592289066757
  0     0     0            0.46525   28.36153639792835435
  0     0     0            0.46525   29.55299549263373393
  0     0     0            0.46525   28.88931868918933077
  0     0     0            0.46525   26.23984882264873164
  0     0     0            0.46525   29.50444199728912764
  0     0     0            0.46525   27.03223539011569443
  0     0     0            0.46525   26.32481591380704344
  0     0     0            0.46525   21.09638293403921949
  0     0     0            0.46525   22.39359081116529282
  0     0     0            0.46525   22.19104518210939148
  0     0     0            0.46525   25.21303411286341500
  0     0     0            0.46525   24.08301461821953637
  0     0     0            0.46525   26.12386300606451783
  0     0     0            0.46525   25.29382914705099950
  0     0     0            0.46525   25.69507260660660819
  0     0     0            0.46525   25.12241160687668540
  0     0     0            0.46525   22.14584538231685684
  0     0     0            0.46525   23.64250318302698872
  0     0     0            0.46525   22.58417724383125247
  0     0     0            0.46525   23.80313445345001355
  0     0     0            0.46525   28.17617365809290675
  0     0     0            0.46525   28.06694756734911778
  0     0     0            0.46525   24.33399532657939801
  0     0     0            0.46525   23.58959939834774033
  0     0     0            0.46525   25.21422852192079844
  0     0     0            0.46525   25.72633099542495216
  0     0     0            0.46525   23.60299766345119821
  0     0     0            0.46525   23.01303128782529939
  0     0     0            0.46525   24.08834472433137108
  0     0     0            0.46525   25.37322811810607348
  0     0     0            0.46525   21.60197230712958216
  0     0     0            0.46525   22.50134444424168834
  0     0     0            0.46525   22.30988167521838506
  0     0     0            0.46525   21.02393744012859855
  0     0     0            0.46525   24.61968156280764930
  0     0     0            0.46525   24.37461160154299833
  0     0     0            0.46525   25.66421037707265640
  0     0     0            0.46525   27.53437884501811794
  0     0     0            0.46525   22.98199980577303236
  0     0     0            0.46525   22.74726899420070936
  0     0     0            0.46525   26.36739449951702596
  0     0     0            0.46525   25.23505818157503100
  0     0     0            0.46525   21.35780100161011319
  0     0     0            0.46525   26.17024664923550148
  0     0     0            0.46525   20.72756289340950886
  0     0     0            0.46525   24.66475530660838444
  0     0     0            0.46525   22.50156855978449855
  0     0     0            0.46525   23.96287507472486311
  0     0     0            0.46525   28.07285523907432179
  0     0     0            0.46525   27.33867374039586906
  0     0     0            0.46525   23.89484615944899915
  0     0     0            0.46525   22.40746087210991533
  0     0     0            0.46525   26.01395693705140388
  0     0     0            0.46525   25.33328800850255647
  0     0     0            0.46525   27.41135020322215610
  0     0     0            0.46525   24.69372040507687771
  0     0     0            0.46525   22.07235377332713711
  0     0     0            0.46525   21.02605649913065378
  0     0     0            0.46525   21.78833238136476425
  0     0     0            0.46525   25.54977988559124213
  0     0     0            0.46525   22.10971537345482218
  0     0     0            0.46525   24.25062181198275013
  0     0     0            0.46525   23.24192222712014910
  0     0     0            0.46525   20.01611430139366021
  0     0     0            0.46525   21.98651726444423815
  0     0     0            0.46525   24.00673994336339945
  0     0     0            0.46525   24.22643232862946405
  0     0     0            0.46525   26.85832695780211310
  0     0     0            0.46525   23.37003632612354664
  0     0     0            0.46525   28.18530219133449322
  0     0     0            0.46525   21.90644454250568174
  0     0     0            0.46525   23.74243420488452472
  0     0     0            0.46525   25.77518779721052766
  0     0     0            0.46525   25.50856031017154280
  0     0     0            0.46525   24.42135262706138832
  0     0     0            0.46525   23.96251984691027559
  0     0     0            0.46525   20.83457627637060483
  0     0     0            0.46525   26.02976814244625103
  0     0     0            0.46525   23.39635969190843667
  0     0     0            0.46525   22.54080377174327054
  0     0     0            0.46525   26.06718255478035928
  0     0     0            0.46525   21.91588416452539079
  0     0     0            0.46525   21.53961991438647772
  0     0     0            0.46525   25.54380597867246649
  0     0     0            0.46525   21.94760567949995789
  0     0     0            0.46525   22.41421297875700702
  0     0     0            0.46525   26.17284265448016356
  0     0     0            0.46525   24.15100325607411236
  0     0     0            0.46525   21.54274100973975692
  0     0     0            0.46525   22.33877093311479456
  0     0     0            0.46525   21.47949280618944101
  0     0     0            0.46525   22.35297795598317094
  0     0     0            0.46525   22.20653928454808934
  0     0     0            0.46525   28.30617333141321978
  0     0     0            0.46525   22.04704367726417757
  0     0     0            0.46525   23.53432283941707226
  0     0     0            0.46525   22.66445230899344665
  0     0     0            0.46525   23.32684095814680347
  0     0     0            0.46525   27.19116168680361056
  0     0     0            0.46525   21.94659855201228993
  0     0     0            0.46525   20.83726890374121155
  0     0     0            0.46525   25.96019432074602662
  0     0     0            0.46525   27.40400521701743486
  0     0     0            0.46525   23.38928774370309327
  0     0     0            0.46525   20.84031831405150825
  0     0     0            0.46525   22.22905956624039092
  0     0     0            0.46525   26.61418066988750297
  0     0     0            0.46525   20.42261767483250523
  0     0     0            0.46525   25.26013519618430081
  0     0     0            0.46525   21.70750683416500237
  0     0     0            0.46525   26.41093528933326695
  0     0     0            0.46525   22.42855249203275392
  0     0     0            0.46525   24.13977607192371622
  0     0     0            0.46525   22.29813800375021771
  0     0     0            0.46525   25.01148823010899136
  0     0     0            0.46525   28.07669408835469227
  0     0     0            0.46525   23.54851909233024543
  0     0     0            0.46525   22.06189115649240051
  0     0     0            0.46525   21.46548022213458751
  0     0     0            0.46525   25.94131318382061835
  0     0     0            0.46525   23.46999593664438422
  0     0     0            0.46525   24.58778657444151250
  0     0     0            0.46525   24.31987049577149662
  0     0     0            0.46525   22.19754267794007419
  0     0     0            0.46525   21.15527403228223591
  0     0     0            0.46525   22.82455823804599859
  0     0     0            0.46525   24.70218064593309393
  0     0     0            0.46525   22.29524028189596052
  0     0     0            0.46525   21.22835092188786277
  0     0     0            0.46525   21.62775975753505975
  0     0     0            0.46525   23.35357494446514437
  0     0     0            0.46525   20.04724443233241260
  0     0     0            0.46525   25.58754511025065881
  0     0     0            0.46525   20.96514720555693856
