magnitude	phi	phi_sigma	hist
-26.458333333333336	-5.980017531690674	0.0	0.0
-25.375	-5.980017531690674	0.0	0.0
-24.291666666666664	-4.748220415826448	1.78558111565391e-05	1.0
-23.208333333333336	-4.049250411490429	3.992680753942058e-05	5.0
-22.125	-3.2297064759485603	0.00010257382579349154	33.0
-21.041666666666668	-2.605205615572353	0.00021051690881271294	139.0
-19.958333333333336	-2.3399804505145982	0.0002856929785046256	256.0
-18.875	-2.3846084359343034	0.0002713848340740412	231.0
-17.791666666666668	-2.3468198750449036	0.0002834522146652105	252.0
-16.708333333333336	-2.2363370548475734	0.00032190021344951844	325.0
-15.625	-2.248533333208044	0.0003174118420763845	316.0
-14.541666666666668	-2.3590543314619152	0.00027948765277594406	245.0
