magnitude	phi	phi_sigma	hist
-26.458333333333336	-5.9974099994999115	0.0	0.0
-25.375	-5.9974099994999115	0.0	0.0
-24.291666666666664	-5.9974099994999115	0.0	0.0
-23.208333333333336	-5.9974099994999115	0.0	0.0
-22.125	-5.9974099994999115	0.0	0.0
-21.041666666666668	-4.748220415826448	1.78558111565391e-05	1.0
-19.958333333333336	-4.447190420162467	2.5251930304750423e-05	2.0
-18.875	-3.469466814873619	7.783167638630009e-05	19.0
-17.791666666666668	-3.1571558087999487	0.0001115095049323665	39.0
-16.708333333333336	-3.015826656003479	0.0001312128788310479	54.0
-15.625	-2.8789886960954716	0.00015360149547543798	74.0
-14.541666666666668	-2.710793917885824	0.00018642014143949284	109.0
