magnitude	phi	phi_sigma	hist
-24.541666666666664	-5.974470174146193	0.0	0.0
-23.625	-5.974470174146193	0.0	0.0
-22.708333333333336	-4.675669748677837	2.1102322275909798e-05	1.0
-21.791666666666664	-3.313941912660244	0.00010120318238591243	23.0
-20.875	-2.9766997443418184	0.0001492159518007976	50.0
-19.958333333333336	-2.7311870765276685	0.0001979573299436007	88.0
-19.041666666666668	-2.654480449607899	0.0002162344574086602	105.0
-18.125	-2.6586364093790564	0.00021520230613397554	104.0
-17.208333333333336	-2.6503638834130667	0.00021726170526867834	106.0
-16.291666666666668	-2.5421308403076197	0.0002460932521207049	136.0
-15.375	-2.471549766021912	0.00026692560924313245	160.0
-14.458333333333334	-2.4634821442738795	0.00026941641539840607	163.0
